mz,RT,intensity,intensity_cor,species
605.4,4.06,60917,12183.4,0
481.4,5,60914,12182.8,0
657.5,6.44,60440,12088,0
756.5,6.99,60096,12019.2,0
807.5,19.62,58281,11656.2,0
635.4,6.45,57713,11542.6,0
997.7,5.28,56455,11291,0
667.7,20.72,55005,11001,0
887.5,9.59,54014,10802.8,0
560.3,4.9,53740,10748,0
682.7,21.05,53625,10725,0
665.7,21.47,53271,10654.2,0
1226.6,9.96,52738,10547.6,0
524.5,7.15,52668,10533.6,0
747.4,8.47,52437,10487.4,0
1225.4,10.15,51525,10305,0
234.1,13.07,51478,10295.6,0
902.5,8.26,51341,10268.2,0
575.4,4.06,50731,10146.2,0
353.5,18.79,231737,46347.4,0
341.5,18.92,220745,44149,0
381.5,19.3,137083,27416.6,0
367.5,19.06,104064,20812.8,0
304.3,8.8,99516,19903.2,0
346.3,12.73,92683,18536.6,0
756.5,7.03,87283,17456.6,0
355.5,19.14,85869,17173.8,0
710.5,7.2,75610,15122,0
777.5,7,73264,14652.8,0
457.4,4.8,70443,14088.6,0
354.4,18.8,59740,11948,0
554.5,21.97,59568,11913.6,0
234.1,13.08,57677,11535.4,0
342.4,18.93,56788,11357.6,0
681.7,21.07,51372,10274.4,0
327.4,17.88,51207,10241.4,0
830.7,20.82,50880,10176,0
657.3,6.73,50711,10142.2,0
623.4,7.15,315572,63114.4,0
601.5,7.1,313994,62798.8,0
561.5,3.81,296760,59352,0
341.5,18.97,119679,23935.8,0
355.5,19.15,111957,22391.4,0
346.3,12.79,110537,22107.4,0
624.4,7.09,105162,21032.4,0
1219.8,11.22,102201,20440.2,0
381.5,19.31,99688,19937.6,0
562.5,3.82,91862,18372.4,0
602.5,7.15,91272,18254.4,0
353.5,18.85,89976,17995.2,0
724.5,9,88484,17696.8,0
607.5,6.57,86435,17287,0
614.3,3.93,84759,16951.8,0
655.3,15.55,82557,16511.4,0
756.5,6.95,81990,16398,0
367.5,19.07,80768,16153.6,0
657.4,6.42,76895,15379,0
737.5,3.55,74642,14928.4,0
681.7,21.05,72703,14540.6,0
1220.8,11.18,70992,14198.4,0
614.4,4,64402,12880.4,0
768.5,16.1,63223,12644.6,0
585.5,6.58,62206,12441.2,0
614.4,3.79,62080,12416,0
1197.8,11.12,56923,11384.6,0
234.1,13.05,56496,11299.2,0
637.5,7.84,54467,10893.4,0
614.3,4.1,51081,10216.2,0
623.4,7.14,292962,58592.4,0
601.5,7.17,262024,52404.8,0
624.4,7.12,105344,21068.8,0
602.5,7.14,91635,18327,0
607.5,6.6,91094,18218.8,0
712.5,6.55,76907,15381.4,0
585.5,6.6,69663,13932.6,0
568.4,7.48,56105,11221,0
457.4,4.77,53574,10714.8,0
641.3,11.36,50943,10188.6,0
588.4,7.3,338988,67797.6,0
724.5,9,219459,43891.8,0
480.4,5.13,215678,43135.6,0
602.4,9.96,176863,35372.6,0
588.4,6.58,128252,25650.4,0
589.5,7.33,124322,24864.4,0
708.5,6.37,104635,20927,0
926.7,8.34,90076,18015.2,0
607.5,5.91,90022,18004.4,0
725.5,9,88178,17635.6,0
1225.6,10.03,81036,16207.2,0
681.7,21.08,75190,15038,0
657.5,8.83,74204,14840.8,0
785.5,19.62,71005,14201,0
605.4,3.99,68454,13690.8,0
540.5,6.16,65138,13027.6,0
603.4,10.05,63956,12791.2,0
553.5,7.16,55179,11035.8,0
547.4,3.77,54882,10976.4,0
481.4,5.13,53385,10677,0
541.5,6.79,53237,10647.4,0
1226.7,10.01,52033,10406.6,0
877.5,9.56,51985,10397,0
411.3,4.93,51944,10388.8,0
756.5,6.97,51839,10367.8,0
807.6,19.62,51587,10317.4,0
589.4,6.58,51299,10259.8,0
660.5,7.62,50618,10123.6,0
759.5,19.18,50441,10088.2,0
528.4,7.69,134342,26868.4,0
387.4,13.18,103647,20729.4,0
724.5,9.02,101578,20315.6,0
480.4,5.1,69929,13985.8,0
364.3,13.15,66454,13290.8,0
681.7,21.08,63452,12690.4,0
294.3,11.46,52962,10592.4,0
459.5,6.17,52232,10446.4,0
529.4,7.69,50148,10029.6,0
601.5,7.16,412894,82578.8,0
623.5,7.15,341639,68327.8,0
619.5,4.55,231344,46268.8,0
602.5,7.16,150345,30069,0
624.5,7.1,126442,25288.4,0
672.3,4.58,76924,15384.8,0
737.5,3.63,66508,13301.6,0
756.5,6.98,62561,12512.2,0
621.5,7.8,57276,11455.2,0
588.4,6.56,55071,11014.2,0
866.7,8.85,53063,10612.6,0
588.3,6.47,33695,33695,0
1246.4,3.21,33619,33619,0
1059.4,8.35,26527,26527,0
480.3,4.98,26150,26150,0
483.4,9.03,23327,23327,0
659.7,12.31,23279,23279,0
1072.4,14.49,23091,23091,0
787,13.96,22531,22531,0
325.6,9.03,21265,21265,0
1189.4,7.84,21185,21185,0
579.5,11.4,20460,20460,0
206.7,3.72,19727,19727,0
454.6,4.56,19142,19142,0
281.8,29.24,18615,18615,0
951.2,14.87,18345,18345,0
580.3,4.51,18031,18031,0
966.5,7.69,17910,17910,0
315.2,12.31,17796,17796,0
913.2,7.24,17689,17689,0
893.2,12.1,17417,17417,0
501.1,6.57,17356,17356,0
1328.3,17.75,17332,17332,0
406.9,9.8,16840,16840,0
858.2,9.36,16370,16370,0
925.9,7.86,16153,16153,0
432.3,16.42,15860,15860,0
1392.3,29.46,15426,15426,0
1038.1,4.9,15282,15282,0
610.5,13.74,15064,15064,0
1483.4,3.86,15050,15050,0
1410.4,6.55,14820,14820,0
877.8,11.2,14543,14543,0
1230.3,5.49,14383,14383,0
393.2,6.03,14280,14280,0
319.6,16.45,14195,14195,0
994.1,11.85,14069,14069,0
390.3,17.13,14007,14007,0
525.3,3.69,13979,13979,0
785.5,19.63,13966,13966,0
879,5.87,13869,13869,0
568.3,7.42,13862,13862,0
1428.2,12.9,13792,13792,0
249.2,16.41,13515,13515,0
948.8,4.19,13503,13503,0
627.8,29.76,13396,13396,0
1435.5,12.85,13131,13131,0
281.1,16.84,13082,13082,0
856.3,5.63,13065,13065,0
1498.9,8.7,12958,12958,0
1093.1,12.31,12863,12863,0
657.5,29.62,12769,12769,0
754.3,7.21,12765,12765,0
589.3,6.53,12592,12592,0
1490.4,6.35,12463,12463,0
759.5,19.17,12392,12392,0
777.3,6.91,12354,12354,0
761.4,16.29,12352,12352,0
555.4,5.05,12239,12239,0
1486.7,29.7,12225,12225,0
1101.3,9.37,12195,12195,0
1332.7,12.02,12181,12181,0
798,21.74,12108,12108,0
1334.9,10.39,12081,12081,0
665.9,21.96,12061,12061,0
1030.1,11.78,12029,12029,0
1471.8,4.83,11995,11995,0
791.2,21.41,11985,11985,0
375.9,4.17,11918,11918,0
1225.9,8.9,11864,11864,0
906.9,16.93,11744,11744,0
760.8,22.1,11661,11661,0
926.3,7.31,11571,11571,0
560.3,4.88,11564,11564,0
753.7,21.77,11561,11561,0
1381.3,18.06,11535,11535,0
1284.9,10.1,11436,11436,0
1355.3,5.28,11254,11254,0
732.2,21.85,11216,11216,0
851.7,3.17,11207,11207,0
455.7,29.55,11205,11205,0
768.9,7.23,11202,11202,0
525.2,9.89,11165,11165,0
702.5,21.59,11121,11121,0
834.6,21.38,11039,11039,0
633.5,29.45,11019,11019,0
1130.8,17.93,11001,11001,0
997.5,5.35,10949,10949,0
1432.4,14.35,10925,10925,0
1404.7,7.99,10921,10921,0
709.3,5.06,10889,10889,0
650.1,3.3,10831,10831,0
402.6,4.29,10770,10770,0
480.6,9.54,10761,10761,0
609.3,17.3,10759,10759,0
657.5,20.02,10701,10701,0
720.4,16.98,10670,10670,0
540.3,6.11,10622,10622,0
1364.9,16.66,10585,10585,0
1285.8,12.49,10582,10582,0
1136.4,8.35,10488,10488,0
621.5,7.23,10487,10487,0
827,9.31,10459,10459,0
1089.1,9.73,10423,10423,0
773.6,20.55,10410,10410,0
726.2,4.98,10354,10354,0
456.8,15.3,10256,10256,0
987.5,7.72,10217,10217,0
1293.2,8.02,10207,10207,0
718,21.23,10194,10194,0
635.3,6.4,10181,10181,0
1356.4,16.32,10115,10115,0
1312.3,14.58,10099,10099,0
1095.8,6.69,10050,10050,0
718.2,21.24,10032,10032,0
1143.3,10.46,10017,10017,0
537.8,14.41,10009,10009,0
1364.8,5.94,10000,10000,0
475.2,3.38,63187,63187,0
887.3,9.44,52328,52328,0
523.2,7.33,35586,35586,0
238.8,29.21,34679,34679,0
637.3,7.7,32688,32688,0
602.3,9.88,32445,32445,0
952.7,3.3,31823,31823,0
392.8,9.53,31188,31188,0
888.3,9.43,29694,29694,0
588.3,6.44,29028,29028,0
475.9,12.25,26594,26594,0
1467.9,12.94,25779,25779,0
560.3,4.75,24830,24830,0
902.4,8.18,24680,24680,0
724.3,8.83,24348,24348,0
902.3,8.15,23887,23887,0
1059.5,29.41,23348,23348,0
480.3,4.97,23008,23008,0
756.3,6.88,21406,21406,0
681.3,15.91,21038,21038,0
776.6,10.4,21030,21030,0
641.3,4.02,20556,20556,0
1199.3,13.55,20235,20235,0
1317.8,6.82,19097,19097,0
1428.9,29.55,18863,18863,0
754,21.78,18591,18591,0
476.1,3.41,18029,18029,0
657.3,6.25,16680,16680,0
561.3,4.7,16604,16604,0
613.6,4.33,16431,16431,0
561.4,4.36,16369,16369,0
1197.6,9.47,16300,16300,0
1072.1,6.97,15955,15955,0
815,11.33,15774,15774,0
719.3,3.59,15757,15757,0
1107.6,9.42,15527,15527,0
747.2,21.48,15167,15167,0
739,22.14,15124,15124,0
1499.4,16.01,15060,15060,0
1403.9,4.08,15019,15019,0
997.5,5.22,15007,15007,0
742.3,7.12,14867,14867,0
1028.7,17.83,14778,14778,0
467.4,3.29,14607,14607,0
856.8,21.34,14410,14410,0
1225.3,9.98,14364,14364,0
431.2,5.33,14282,14282,0
1251.8,14.28,14256,14256,0
638.3,7.71,14196,14196,0
692.5,30,14178,14178,0
269,29.2,14090,14090,0
225.1,29.13,13859,13859,0
294.7,29.19,13733,13733,0
636.5,21.74,13665,13665,0
1440.3,8.13,13557,13557,0
907.3,7.54,13532,13532,0
248.9,5.44,13432,13432,0
455.3,29.98,13285,13285,0
688.8,21.01,13180,13180,0
724.5,21.51,13132,13132,0
476.5,6.67,13030,13030,0
742.3,7.35,13009,13009,0
1255.7,13.86,12967,12967,0
1224.4,14.09,12945,12945,0
903.3,8.14,12894,12894,0
1171.2,29.36,12792,12792,0
1219.6,11,12779,12779,0
1178.4,5.12,12765,12765,0
525.3,3.64,12733,12733,0
603.3,9.94,12703,12703,0
709.6,21.9,12675,12675,0
649.3,8.1,12663,12663,0
1133.6,11,12602,12602,0
733.3,7.09,12442,12442,0
826.7,11.17,12368,12368,0
1021.8,11.3,12356,12356,0
213.9,29.7,12268,12268,0
742.5,7.14,12250,12250,0
648.7,17.61,12158,12158,0
1086.7,9.3,12130,12130,0
1058.3,6.69,12127,12127,0
349.5,29.7,12029,12029,0
255.6,29.13,12009,12009,0
761.8,21.18,12007,12007,0
932.5,16.69,11994,11994,0
746,22.59,11899,11899,0
1327.4,14.67,11843,11843,0
464,3.85,11775,11775,0
509.7,4.4,11559,11559,0
1225.5,9.87,11512,11512,0
892,8,11489,11489,0
635.3,6.36,11446,11446,0
302.5,3.33,11434,11434,0
753.5,21.81,11404,11404,0
589.3,6.43,11363,11363,0
747.3,8.38,11301,11301,0
431.2,5.14,11268,11268,0
629.3,9.95,11258,11258,0
784.7,9.4,11241,11241,0
1397.8,7.83,10925,10925,0
631.8,15.07,10918,10918,0
995.1,6,10855,10855,0
814.5,5.79,10854,10854,0
1003.9,14.38,10838,10838,0
258.5,6.36,10810,10810,0
659.7,18.04,10808,10808,0
766.7,21.39,10784,10784,0
305.6,18.41,10721,10721,0
656.7,7.01,10708,10708,0
1013.7,12.3,10689,10689,0
525.2,3.8,10683,10683,0
1110.8,3.43,10615,10615,0
1198.2,13.97,10607,10607,0
758.3,23.3,10595,10595,0
1424.4,6.81,10593,10593,0
889.3,9.43,10586,10586,0
1322.8,14.85,10520,10520,0
1402.2,5.06,10503,10503,0
557.7,4.14,10493,10493,0
1068.9,19.55,10492,10492,0
652.3,6.63,10448,10448,0
632.7,28.99,10445,10445,0
699.7,6.61,10431,10431,0
826.7,22.01,10402,10402,0
510.6,16.64,10396,10396,0
482.5,7.47,10393,10393,0
758.2,17.93,10389,10389,0
409.9,5.13,10325,10325,0
568.3,7.39,10309,10309,0
524.2,7.32,10305,10305,0
849.8,21.06,10286,10286,0
1345.9,17.81,10222,10222,0
1006.8,13.72,10177,10177,0
856.4,5.57,10098,10098,0
725.3,8.83,10092,10092,0
302.8,17.67,10082,10082,0
746.8,21.54,10052,10052,0
935.6,6.24,10049,10049,0
353.5,18.79,313148,62629.6,0
341.5,18.95,256489,51297.8,0
367.5,19.08,250020,50004,0
381.5,19.31,164715,32943,0
623.5,7.13,123869,24773.8,0
304.3,8.79,99780,19956,0
354.5,18.8,94945,18989,0
637.5,7.84,90362,18072.4,0
601.5,7.11,83925,16785,0
561.5,3.88,79725,15945,0
554.5,21.98,78679,15735.8,0
346.3,12.75,77260,15452,0
480.4,5.08,75645,15129,0
737.5,3.6,71873,14374.6,0
756.5,6.94,70797,14159.4,0
339.5,17.87,66978,13395.6,0
355.5,19.13,65784,13156.8,0
542.5,22.19,65749,13149.8,0
342.5,18.93,63448,12689.6,0
368.4,19.09,63261,12652.2,0
234.1,13.05,62850,12570,0
777.5,6.93,56563,11312.6,0
657.5,8.9,52762,10552.4,0
382.5,19.3,51632,10326.4,0
588.5,6.58,51602,10320.4,0
638.4,9.48,88700,17740,0
569.5,5.95,72319,14463.8,0
684.3,27.15,66993,13398.6,0
231.3,5.17,63994,12798.8,0
621.5,9.02,55171,11034.2,0
616.5,9.48,54480,10896,0
708.7,26.5,53685,10737,0
617.5,6.85,50112,10022.4,0
427.4,6.18,257543,51508.6,0
674.5,3.01,214346,42869.2,0
674.3,3,198529,39705.8,0
445.4,6.07,179975,35995,0
441.4,6.99,70794,14158.8,0
428.4,5.65,69489,13897.8,0
428.4,6.18,65436,13087.2,0
431.4,3.33,61419,12283.8,0
651.8,5.77,55740,11148,0
1005.7,9.53,51296,10259.2,0
275.9,20.2,50245,10049,0
967.7,11.33,50211,10042.2,0
461.4,18.23,50009,10001.8,0
641.3,11.3,51754,10350.8,0
777.5,7.02,56288,11257.6,1
615.5,9.47,138343,27668.6,0
638.4,9.55,73988,14797.6,0
708.6,26.51,53729,10745.8,0
681.7,21.09,51353,10270.6,0
642.4,3.14,50735,10147,0
619.5,4.58,327030,65406,0
724.5,8.43,174821,34964.2,0
445.4,5.17,149943,29988.6,0
427.4,5.2,141154,28230.8,0
672.3,4.57,90627,18125.4,0
660.5,7.62,85673,17134.6,0
725.5,8.52,82862,16572.4,0
623.3,7.11,70069,14013.8,0
746.5,8.52,64879,12975.8,0
601.5,7.11,64464,12892.8,0
430.4,3.51,60507,12101.4,0
431.4,3.68,57430,11486,0
902.5,8.27,55570,11114,0
1306.3,12.52,55238,11047.6,0
1306.6,12.57,53650,10730,0
657.4,6.46,52741,10548.2,0
1023.2,11.69,52650,10530,0
588.5,7.55,51252,10250.4,0
902.5,7.35,158549,25166.50794,1
1443.8,9.72,139954,22214.92063,1
887.5,8.55,112797,17904.28571,1
1421.9,9.72,108403,17206.8254,1
1344.8,9.22,104568,16598.09524,1
657.3,5.71,103124,16368.88889,1
882.5,6.53,99649,15817.30159,1
1444.8,9.72,94643,15022.69841,1
986.6,8.9,91634,14545.07937,1
742.5,6.62,90488,14363.1746,1
575.3,6.51,85295,13538.88889,1
559.4,6.99,84544,13419.68254,1
812.5,6.16,83063,13184.60317,1
411.3,3.69,79645,12642.06349,1
459.3,5.89,79635,12640.47619,1
1422.8,9.72,77012,12224.12698,1
990.5,9.83,76508,12144.12698,1
855.5,8.44,76265,12105.55556,1
635.3,5.67,75891,12046.19048,1
903.5,7.39,74728,11861.5873,1
1047.6,8.17,71351,11325.55556,1
765.5,7.55,70597,11205.87302,1
1345.8,9.21,70066,11121.5873,1
681.6,20.45,68273,10836.98413,1
397.1,3.7,68017,10796.34921,1
888.5,8.46,67738,10752.06349,1
456.4,3.72,67535,10719.84127,1
635.3,5.86,66777,10599.52381,1
456.3,3.66,65776,10440.63492,1
1322.8,9.2,65279,10361.74603,1
1306.4,10.72,64316,10208.88889,1
480.3,3.01,63768,10121.90476,1
282.1,3.63,56093,11218.6,0
610.3,25.73,50135,10027,0
568.4,7.53,117093,23418.6,0
568.5,7.52,56542,11308.4,0
623.4,7.12,351704,70340.8,0
601.5,7.1,253214,50642.8,0
561.5,3.98,210130,42026,0
624.4,7.11,117853,23570.6,0
637.5,7.88,103556,20711.2,0
614.3,3.94,97186,19437.2,0
602.5,7.16,91756,18351.2,0
346.3,12.77,83796,16759.2,0
621.5,7.77,79904,15980.8,0
607.5,6.57,69156,13831.2,0
562.5,4,65521,13104.2,0
710.5,7.25,63142,12628.4,0
657.4,6.46,62144,12428.8,0
724.5,8.96,61338,12267.6,0
657.5,6.51,56791,11358.2,0
777.5,6.98,56760,11352,0
623.4,7.17,178672,35734.4,0
607.5,6.58,91918,18383.6,0
601.5,7.13,83069,16613.8,0
624.5,7.13,54814,10962.8,0
879.5,19.12,93456,34613.33333,80
880.5,19.12,53288,19736.2963,80
777.4,6.06,92127,14623.33333,80
747.3,7.34,68377,10853.49206,80
821,29.81,39216,39216,0
644.3,12.31,30454,30454,0
1108.3,16.65,22580,22580,0
389.4,6.38,21333,21333,0
232.4,5.08,21183,21183,0
249.1,4.74,19597,19597,0
1258.2,29.98,19087,19087,0
657.5,9,18559,18559,0
687.3,9.15,18557,18557,0
1145,10.41,18182,18182,0
249.1,6.83,17344,17344,0
1391.7,5.55,16717,16717,0
1329.9,8.11,16353,16353,0
354.5,10.91,16288,16288,0
747.3,8.38,16243,16243,0
724.4,8.95,15548,15548,0
249.2,8.96,15327,15327,0
956.5,11.68,15108,15108,0
469.5,18.02,14819,14819,0
635.8,29.74,14719,14719,0
520.7,9.3,14552,14552,0
1372.9,13.79,14366,14366,0
394.1,29.5,14138,14138,0
1283.3,4.67,13940,13940,0
507.8,29.97,13720,13720,0
519.7,7.52,13499,13499,0
249.1,4.67,13471,13471,0
266.2,8.67,13206,13206,0
501.4,10.44,12976,12976,0
266.2,7.92,12785,12785,0
328.8,10.73,12524,12524,0
1180.3,30,12505,12505,0
949.1,11.75,12480,12480,0
1205.9,8.93,12204,12204,0
200.2,17.79,11909,11909,0
523.8,11.1,11866,11866,0
1148.6,11.66,11827,11827,0
541.3,6.75,11753,11753,0
674.4,10.08,11660,11660,0
712.4,29.88,11598,11598,0
542.7,20.16,11534,11534,0
243.2,6.74,11526,11526,0
1396.4,6.08,11375,11375,0
440.9,9.54,11342,11342,0
1334.5,5.49,11317,11317,0
597.5,13.08,11281,11281,0
776.8,5.02,11250,11250,0
465,8.24,11209,11209,0
569.1,17.12,11154,11154,0
356.5,4.98,11116,11116,0
1017.2,7.8,11103,11103,0
266.2,7.05,11096,11096,0
691.3,29.81,11041,11041,0
969.4,10.78,10986,10986,0
694.7,22.3,10952,10952,0
652.7,10.74,10885,10885,0
888.6,21.05,10854,10854,0
833.4,18.41,10852,10852,0
836.3,5.58,10852,10852,0
875.2,29.54,10745,10745,0
724.4,5.26,10722,10722,0
568.3,7.43,10716,10716,0
365.8,7.83,10634,10634,0
872.2,15.97,10615,10615,0
328.4,8.71,10486,10486,0
1149.5,4.18,10442,10442,0
700.3,14.95,10419,10419,0
223.9,4.73,10382,10382,0
266.1,8.34,10363,10363,0
294.1,3.69,10325,10325,0
556.5,20.67,10320,10320,0
299.8,17.83,10164,10164,0
293,29.41,10155,10155,0
427.3,5.13,10090,10090,0
1037.5,4.75,10070,10070,0
1251.8,6.78,10026,10026,0
599,4.08,10003,10003,0
1440.8,9.67,41109,41109,0
374.2,6.95,37733,37733,0
453.5,7.83,34328,34328,0
1404.8,9.65,32718,32718,0
651,18.51,25406,25406,0
623.3,7.2,23259,23259,0
664.6,4.42,22846,22846,0
1115.9,6.49,21116,21116,0
1248.9,6.75,21001,21001,0
807,13.9,19684,19684,0
1074.4,18.63,19519,19519,0
352.5,15.11,19066,19066,0
601.3,7.12,18784,18784,0
1371.6,15.63,18094,18094,0
826.3,3.94,17980,17980,0
249.1,3.14,17709,17709,0
458.6,4.35,16484,16484,0
764.3,12.98,16467,16467,0
694.9,22.33,16218,16218,0
1371.9,3.9,16196,16196,0
220.6,5.38,16171,16171,0
1368.6,3.09,16014,16014,0
1402.2,18.9,15955,15955,0
1236.2,6.92,15902,15902,0
1062.9,3.55,15524,15524,0
629.5,18.42,15017,15017,0
921.9,3.28,15002,15002,0
1458.1,18.63,14993,14993,0
1238.6,8.54,14938,14938,0
766.8,8.3,14723,14723,0
1247.4,4.78,14680,14680,0
1279.3,14.66,14633,14633,0
1470.7,14.35,14630,14630,0
432.1,16.54,14452,14452,0
1367,6.92,13946,13946,0
713.2,29.76,13944,13944,0
401.8,14,13478,13478,0
384.5,8.93,13321,13321,0
1115.3,7.48,13249,13249,0
249.1,10.53,13072,13072,0
832.4,12.18,12893,12893,0
623.8,19.86,12745,12745,0
1034.8,3.09,12638,12638,0
249.1,6.57,12433,12433,0
814.6,6.91,12330,12330,0
1457,10.65,12328,12328,0
295.1,12.33,12224,12224,0
1294.4,7.56,12187,12187,0
281.8,7.83,12183,12183,0
1421.5,6.58,12162,12162,0
814.7,12.96,11866,11866,0
271.5,9.41,11837,11837,0
1001.1,3.95,11823,11823,0
266.1,3.33,11737,11737,0
467,17.86,11706,11706,0
775.5,13.49,11650,11650,0
352.8,4.39,11350,11350,0
1492.8,5.1,11326,11326,0
301.8,4.21,11286,11286,0
557.5,19.89,11276,11276,0
388,6.97,11135,11135,0
637.5,11.46,11080,11080,0
1399.3,18.9,10904,10904,0
1356.4,30,10889,10889,0
1157.8,29.55,10752,10752,0
1437.1,9.05,10661,10661,0
905,5.34,10651,10651,0
418.2,29.18,10625,10625,0
920.6,18.83,10621,10621,0
888.5,21.07,10558,10558,0
757.5,13.67,10553,10553,0
760.7,22.14,10551,10551,0
1426.1,13.03,10549,10549,0
550.8,4.59,10476,10476,0
657.5,20,10369,10369,0
549.5,20.39,10365,10365,0
615.6,20.35,10311,10311,0
1015.2,15.63,10308,10308,0
723.4,10.46,10192,10192,0
249.3,15.8,10134,10134,0
700.5,19.98,10042,10042,0
1113.1,29.55,10039,10039,0
425.4,5.63,10006,10006,0
232.4,9.1,38685,38685,4
808.5,29.31,38598,38598,4
528,15.55,33034,33034,4
627.7,10.39,30861,30861,4
557.8,6.48,25998,25998,4
379.8,11.08,24510,24510,4
779.8,5.06,24219,24219,4
776,21.72,20597,20597,4
630.4,12.24,17915,17915,4
586.4,3.77,17551,17551,4
1443.5,18.85,17201,17201,4
1014.5,9.22,17070,17070,4
331.2,3.93,16970,16970,4
1070.7,4.05,16963,16963,4
562.2,9.74,16889,16889,4
1401.3,17.9,16887,16887,4
716.7,22.18,16649,16649,4
911.3,7.36,16619,16619,4
240.9,8.18,16412,16412,4
537.3,7.03,16171,16171,4
950.5,11.36,15945,15945,4
1419.4,7.88,15807,15807,4
1307.3,7.6,15749,15749,4
1043.7,11.73,15622,15622,4
564.3,29.28,15261,15261,4
711.9,4.69,15165,15165,4
354.8,10.85,14935,14935,4
555.3,3.54,14481,14481,4
1398.3,4.04,14331,14331,4
965.3,14.64,13826,13826,4
1103.5,14.76,13825,13825,4
930.2,8.95,13604,13604,4
279.2,13.97,13511,13511,4
1301.6,5.93,13442,13442,4
452.5,3.18,13403,13403,4
700.6,15.05,13272,13272,4
784.7,14.85,13166,13166,4
1448.3,29.42,12542,12542,4
760.7,22.14,12489,12489,4
748.8,10.01,12440,12440,4
515.3,12.27,12368,12368,4
775.5,21.78,12293,12293,4
204.3,6.88,12285,12285,4
1076.7,7.51,12252,12252,4
813.2,21.43,12070,12070,4
1176.3,15.89,12066,12066,4
686.8,9.53,12053,12053,4
578.3,6.09,12001,12001,4
1437.6,3.43,11849,11849,4
208.9,6.8,11844,11844,4
761.8,21.13,11808,11808,4
520.9,29.55,11667,11667,4
717,22.24,11640,11640,4
680.5,21.58,11600,11600,4
492.3,6.07,11581,11581,4
606.2,8.68,11402,11402,4
831.8,14.95,11374,11374,4
717.2,22.2,11247,11247,4
988.5,17.25,11225,11225,4
498,29.2,11175,11175,4
1325.1,12.52,11079,11079,4
1229.8,3.29,11025,11025,4
946.8,9.18,10976,10976,4
1413,4.38,10944,10944,4
1133.7,3.99,10936,10936,4
625.3,3.59,10925,10925,4
1435.2,17.52,10889,10889,4
681,21.55,10831,10831,4
1231.4,14.81,10703,10703,4
748.5,17.92,10699,10699,4
651,6.23,10657,10657,4
1421.1,29.76,10654,10654,4
1496.3,6.51,10634,10634,4
1390.2,3.45,10627,10627,4
340,3.43,10567,10567,4
532.3,8.29,10545,10545,4
226.1,17.37,10441,10441,4
798.3,21.71,10418,10418,4
1195.9,8.25,10385,10385,4
746.3,4.08,10344,10344,4
317.3,11.63,10272,10272,4
767.7,22.49,10270,10270,4
889.3,10.07,10137,10137,4
710.3,7.07,59725,59725,1
1185.2,29.85,33078,33078,1
348.5,14.88,24610,24610,1
1433.6,6.23,20772,20772,1
1383.3,6.8,19792,19792,1
1298.6,8.37,19767,19767,1
1302.1,29.4,19378,19378,1
563.5,8.69,18977,18977,1
368,29.8,18210,18210,1
381.5,11.44,17225,17225,1
1179.9,29.4,17058,17058,1
1164.3,29.38,16511,16511,1
1496.8,4.38,15799,15799,1
847.8,4.11,15684,15684,1
828.3,4.48,15234,15234,1
708.2,29.53,15233,15233,1
814.2,9.4,15173,15173,1
788.2,3.33,14975,14975,1
733.3,7.13,14662,14662,1
557.6,8.09,14403,14403,1
512.3,11.15,14275,14275,1
1327.1,29.68,14222,14222,1
747.2,21.5,13800,13800,1
744.5,10.95,13780,13780,1
665.8,21.98,13471,13471,1
636.8,21.77,13314,13314,1
619.5,10.55,13294,13294,1
1245.3,3.99,13216,13216,1
724.3,22.64,13152,13152,1
1031.1,3.62,13145,13145,1
651.3,14.59,12885,12885,1
1252.4,4.88,12802,12802,1
777.3,6.88,12688,12688,1
821.6,14.77,12686,12686,1
482,12.91,12622,12622,1
537.2,8.49,12543,12543,1
548.2,13.04,12537,12537,1
825.5,4.09,12511,12511,1
894.8,7.37,12332,12332,1
1347.9,17.05,12076,12076,1
520.3,10.35,12058,12058,1
595.3,12.58,12026,12026,1
459.4,11.22,11970,11970,1
1147,12.88,11922,11922,1
752.7,23.07,11800,11800,1
783.8,21.15,11593,11593,1
709.6,21.88,11451,11451,1
549.5,20.37,11443,11443,1
1045.2,13.28,11382,11382,1
583.4,9.31,11369,11369,1
1014.4,16.77,11304,11304,1
586.7,20.12,11303,11303,1
357,3.6,11267,11267,1
1174.1,29.62,11258,11258,1
528.7,19.62,11192,11192,1
911.6,13.6,11188,11188,1
466,3.56,11148,11148,1
1375.8,14.61,11020,11020,1
1493.3,8.65,11009,11009,1
1227.9,4.64,10987,10987,1
1098.1,13.43,10944,10944,1
813,21.44,10814,10814,1
773.5,20.54,10766,10766,1
319.8,10.66,10733,10733,1
1335.7,12.87,10713,10713,1
571.7,20.35,10702,10702,1
1132.1,8.14,10695,10695,1
577.8,11.45,10569,10569,1
995.7,8.58,10559,10559,1
695.6,21.24,10520,10520,1
421,5.23,10479,10479,1
1203.9,29.97,10394,10394,1
1495.2,11.45,10348,10348,1
404.2,29.41,10339,10339,1
732.7,20.97,10264,10264,1
622.7,20.57,10212,10212,1
1292.4,10.2,10186,10186,1
724.6,21.53,10153,10153,1
1259.8,7.1,10006,10006,1
906.7,3.21,38638,38638,1
1183.6,14.13,27542,27542,1
644.2,15.26,24237,24237,1
1424.6,19.03,22242,22242,1
994.3,4.44,21494,21494,1
